"Date","Team","Opponent","Age","Assist1","Assist2","Goalie","Period","Time","Strength","ArenaName","Result","HomeAway","ENG","PS"
1991-03-28,"LAK","MNS",30,"Larry Robinson","Tony Granato","Jon Casey","1",1899-12-31 10:31:00,"EV","Great Western Forum","W","H",0,0
1991-03-26,"LAK","EDM",30,"Marty McSorley","Luc Robitaille","Bill Ranford","1",1899-12-31 08:23:00,"EV","Great Western Forum","W","H",0,0
1991-03-26,"LAK","EDM",30,"Larry Robinson",NA,NA,"3",1899-12-31 19:54:00,"EV","Great Western Forum","W","H",1,0
1991-03-07,"LAK","PIT",30,NA,NA,"Tom Barrasso","1",1899-12-31 15:16:00,"EV","Pittsburgh Civic Arena","L","A",0,0
1991-02-24,"LAK","WIN",30,"Tomas Sandstrom","Tony Granato","Bob Essensa","2",1899-12-31 08:20:00,"EV","Winnipeg Arena","W","A",0,0
1991-02-22,"LAK","WIN",30,NA,NA,"Rick Tabaracci","2",1899-12-31 12:05:00,"EV","Winnipeg Arena","W","A",0,0
1991-02-20,"LAK","QUE",30,"Tony Granato","Marty McSorley","Jacques Cloutier","1",1899-12-31 10:00:00,"EV","Great Western Forum","W","H",0,0
1991-02-18,"LAK","WSH",30,"Marty McSorley",NA,NA,"3",1899-12-31 19:33:00,"EV","Great Western Forum","W","H",1,0
1991-02-02,"LAK","VAN",30,"Marty McSorley",NA,"Troy Gamble","2",1899-12-31 10:01:00,"EV","Great Western Forum","W","H",0,0
1991-01-26,"LAK","VAN",30,"Tony Granato","Tomas Sandstrom","Kirk McLean","1",1899-12-31 00:12:00,"EV","Great Western Forum","W","H",0,0
1991-01-26,"LAK","VAN",30,"Steve Duchesne","Tomas Sandstrom","Kirk McLean","2",1899-12-31 01:08:00,"EV","Great Western Forum","W","H",0,0
1991-01-26,"LAK","VAN",30,"Tomas Sandstrom","Brian Benning","Kirk McLean","3",1899-12-31 01:19:00,"EV","Great Western Forum","W","H",0,0
1991-01-25,"LAK","VAN",29,"Rob Blake","Dave Taylor","Troy Gamble","3",1899-12-31 14:42:00,"PP","Pacific Coliseum","W","A",0,0
1991-01-17,"LAK","BOS",29,"Tony Granato","Tomas Sandstrom","Andy Moog","1",1899-12-31 06:47:00,"EV","Boston Garden","L","A",0,0
1991-01-14,"LAK","NJD",29,"Steve Duchesne",NA,"Chris Terreri","1",1899-12-31 00:59:00,"EV","Brendan Byrne Arena","W","A",0,0
1991-01-12,"LAK","VAN",29,"Rob Blake",NA,"Kirk McLean","1",1899-12-31 14:19:00,"PP","Great Western Forum","W","H",0,0
1991-01-03,"LAK","NYI",29,"Brian Benning","Tomas Sandstrom","Glenn Healy","1",1899-12-31 11:48:00,"EV","Nassau Veterans Memorial Coliseum","W","A",0,0
1991-01-03,"LAK","NYI",29,"Steve Duchesne",NA,"Glenn Healy","2",1899-12-31 05:09:00,"EV","Nassau Veterans Memorial Coliseum","W","A",0,0
1991-01-03,"LAK","NYI",29,"Tomas Sandstrom",NA,"Glenn Healy","2",1899-12-31 07:14:00,"EV","Nassau Veterans Memorial Coliseum","W","A",0,0
1990-12-29,"LAK","MTL",29,NA,NA,"Jean-Claude Bergeron","2",1899-12-31 01:53:00,"EV","Great Western Forum","L","H",0,0
1990-12-20,"LAK","CGY",29,"Brian Benning","Bob Kudelski","Rick Wamsley","2",1899-12-31 15:27:00,"EV","Olympic Saddledome","OTW","A",0,0
1990-12-15,"LAK","EDM",29,"Steve Duchesne","Luc Robitaille","Bill Ranford","2",1899-12-31 06:57:00,"PP","Great Western Forum","W","H",0,0
1990-12-11,"LAK","NYR",29,"Tony Granato","Brad Jones","Mike Richter","3",1899-12-31 11:24:00,"EV","Great Western Forum","L","H",0,0
1990-12-11,"LAK","NYR",29,"Tony Granato",NA,"Mike Richter","3",1899-12-31 19:58:00,"EV","Great Western Forum","L","H",0,0
1990-12-05,"LAK","WIN",29,"John Tonelli","Bob Kudelski","Rick Tabaracci","3",1899-12-31 10:28:00,"EV","Great Western Forum","T","H",0,0
1990-11-29,"LAK","STL",29,"Steve Duchesne","Luc Robitaille","Vincent Riendeau","3",1899-12-31 16:33:00,"PP","St. Louis Arena","T","A",0,0
1990-11-25,"LAK","QUE",29,"Tomas Sandstrom","Rob Blake","Ron Tugnutt","2",1899-12-31 19:33:00,"EV","Quebec Coliseum","T","A",0,0
1990-11-20,"LAK","NJD",29,"Dave Taylor",NA,"Chris Terreri","2",1899-12-31 07:58:00,"EV","Great Western Forum","W","H",0,0
1990-11-14,"LAK","BUF",29,"Francis Breault",NA,"Clint Malarchuk","2",1899-12-31 12:53:00,"EV","Great Western Forum","W","H",0,0
1990-11-10,"LAK","EDM",29,"Tony Granato","Steve Duchesne","Bill Ranford","2",1899-12-31 01:37:00,"EV","Great Western Forum","W","H",0,0
1990-11-08,"LAK","DET",29,"Tomas Sandstrom","Steve Duchesne","Tim Cheveldae","2",1899-12-31 02:54:00,"EV","Great Western Forum","W","H",0,0
1990-11-02,"LAK","WSH",29,"Marty McSorley","Bob Kudelski","Mike Liut","2",1899-12-31 16:16:00,"EV","Capital Center","L","A",0,0
1990-10-31,"LAK","NYR",29,"Tomas Sandstrom","Steve Duchesne","Mike Richter","1",1899-12-31 15:59:00,"EV","Madison Square Garden (IV)","L","A",0,0
1990-10-30,"LAK","NYI",29,"Rob Blake","Steve Duchesne","Danny Lorenz","1",1899-12-31 18:44:00,"PP","Nassau Veterans Memorial Coliseum","W","A",0,0
1990-10-19,"LAK","HAR",29,"Steve Duchesne",NA,NA,"3",1899-12-31 18:48:00,"EV","Great Western Forum","W","H",1,0
1990-10-17,"LAK","MNS",29,NA,NA,NA,"3",1899-12-31 19:46:00,"EV","Great Western Forum","W","H",1,0
1990-10-13,"LAK","BOS",29,"Tony Granato","Tomas Sandstrom","Reggie Lemelin","1",1899-12-31 19:12:00,"EV","Great Western Forum","W","H",0,0
1990-10-13,"LAK","BOS",29,NA,NA,"Andy Moog","3",1899-12-31 19:14:00,"PP","Great Western Forum","W","H",0,0
1990-10-11,"LAK","EDM",29,"Steve Kasper","Luc Robitaille","Bill Ranford","3",1899-12-31 19:11:00,"EV","Great Western Forum","T","H",0,0
1990-10-04,"LAK","NYI",29,"Luc Robitaille","Rob Blake","Glenn Healy","1",1899-12-31 12:40:00,"PP","Great Western Forum","W","H",0,0
1990-10-04,"LAK","NYI",29,"Rob Blake",NA,"Glenn Healy","2",1899-12-31 18:46:00,"PP","Great Western Forum","W","H",0,0
1990-03-17,"LAK","BOS",29,"Tomas Sandstrom",NA,"Reggie Lemelin","3",1899-12-31 18:20:00,"EV","Boston Garden","W","A",0,0
1990-03-14,"LAK","BUF",29,NA,NA,"Daren Puppa","2",1899-12-31 05:52:00,"EV","Buffalo Memorial Auditorium","OTW","A",0,0
1990-03-10,"LAK","PIT",29,"Luc Robitaille","Tim Watters","Alain Chevrier","2",1899-12-31 05:46:00,"EV","Great Western Forum","W","H",0,0
1990-03-07,"LAK","MTL",29,"Steve Kasper","Bob Halkidis","Patrick Roy","2",1899-12-31 17:14:00,"EV","Great Western Forum","L","H",0,0
1990-02-28,"LAK","EDM",29,"Marty McSorley","Mike Krushelnyski",NA,"3",1899-12-31 19:19:00,"SH","Great Western Forum","W","H",1,0
1990-02-21,"LAK","MNS",29,"Steve Kasper",NA,NA,"3",1899-12-31 19:52:00,"EV","Great Western Forum","W","H",1,0
1990-02-19,"LAK","WSH",29,"Steve Duchesne","Luc Robitaille","Jim Hrivnak","2",1899-12-31 14:54:00,"EV","Great Western Forum","W","H",0,0
1990-02-17,"LAK","QUE",29,"Tomas Sandstrom","Petr Prajsler","Scott Gordon","3",1899-12-31 01:32:00,"EV","Great Western Forum","W","H",0,0
1990-02-17,"LAK","QUE",29,"Tomas Sandstrom","Mike Allison","Scott Gordon","3",1899-12-31 08:27:00,"PP","Great Western Forum","W","H",0,0
1990-02-14,"LAK","DET",29,"Brian Benning","Tomas Sandstrom","Tim Cheveldae","1",1899-12-31 04:29:00,"EV","Joe Louis Arena","L","A",0,0
1990-02-14,"LAK","DET",29,"Tomas Sandstrom","Tim Watters","Tim Cheveldae","2",1899-12-31 18:30:00,"EV","Joe Louis Arena","L","A",0,0
1990-02-01,"LAK","CHI",29,"Tomas Sandstrom","Larry Robinson","Jacques Cloutier","1",1899-12-31 19:23:00,"PP","Great Western Forum","L","H",0,0
1990-01-27,"LAK","NYR",29,"John Tonelli","Tomas Sandstrom","Mike Richter","1",1899-12-31 18:35:00,"PP","Great Western Forum","L","H",0,0
1990-01-18,"LAK","DET",28,"Mike Allison",NA,"Glen Hanlon","1",1899-12-31 00:50:00,"EV","Great Western Forum","W","H",0,0
1990-01-18,"LAK","DET",28,"Larry Robinson",NA,"Glen Hanlon","1",1899-12-31 16:35:00,"EV","Great Western Forum","W","H",0,0
1990-01-16,"LAK","BUF",28,NA,NA,"Daren Puppa","2",1899-12-31 13:57:00,"SH","Great Western Forum","L","H",0,0
1990-01-11,"LAK","EDM",28,"Luc Robitaille","Larry Robinson","Bill Ranford","3",1899-12-31 14:56:00,"EV","Great Western Forum","T","H",0,0
1990-01-09,"LAK","STL",28,"Bernie Nicholls","Bob Kudelski","Vincent Riendeau","2",1899-12-31 10:50:00,"PP","Great Western Forum","L","H",0,0
1990-01-06,"LAK","TOR",28,"Mikko Makela","Mike Krushelnyski","Allan Bester","1",1899-12-31 12:18:00,"EV","Maple Leaf Gardens","L","A",0,0
1990-01-01,"LAK","WSH",28,"Marty McSorley","John Tonelli","Don Beaupre","3",1899-12-31 06:49:00,"EV","Capital Center","W","A",0,0
1990-01-01,"LAK","WSH",28,"Luc Robitaille","Steve Duchesne","Don Beaupre","3",1899-12-31 19:11:00,"EV","Capital Center","W","A",0,0
1989-12-27,"LAK","CGY",28,"Luc Robitaille","Bernie Nicholls","Mike Vernon","2",1899-12-31 11:16:00,"PP","Great Western Forum","T","H",0,0
1989-12-21,"LAK","QUE",28,"Mike Krushelnyski","John Tonelli","Ron Tugnutt","3",1899-12-31 12:10:00,"EV","Great Western Forum","W","H",0,0
1989-12-19,"LAK","WIN",28,"Mikko Makela",NA,"Daniel Berthiaume","2",1899-12-31 16:58:00,"EV","Great Western Forum","W","H",0,0
1989-12-19,"LAK","WIN",28,"Brian Benning","Luc Robitaille","Daniel Berthiaume","1",1899-12-31 02:55:00,"PP","Great Western Forum","W","H",0,0
1989-12-15,"LAK","NJD",28,"Steve Kasper","Steve Duchesne","Chris Terreri","3",1899-12-31 07:48:00,"SH","Brendan Byrne Arena","L","A",0,0
1989-12-13,"LAK","HAR",28,"Marty McSorley",NA,"Peter Sidorkiewicz","1",1899-12-31 14:50:00,"EV","Hartford Civic Center","W","A",0,0
1989-12-08,"LAK","EDM",28,"Larry Robinson","Bernie Nicholls","Grant Fuhr","3",1899-12-31 14:30:00,"PP","Northlands Coliseum","OTL","A",0,0
1989-11-30,"LAK","EDM",28,"Mikko Makela","Mike Krushelnyski","Grant Fuhr","1",1899-12-31 15:02:00,"EV","Great Western Forum","L","H",0,0
1989-11-22,"LAK","CHI",28,"Steve Kasper",NA,"Jacques Cloutier","2",1899-12-31 11:40:00,"EV","Great Western Forum","W","H",0,0
1989-11-08,"LAK","CGY",28,"Steve Duchesne",NA,"Rick Wamsley","2",1899-12-31 00:37:00,"EV","Great Western Forum","L","H",0,0
1989-10-31,"LAK","PIT",28,"Bernie Nicholls",NA,"Wendell Young","1",1899-12-31 05:41:00,"EV","Pittsburgh Civic Arena","W","A",0,0
1989-10-31,"LAK","PIT",28,"Petr Prajsler","Bernie Nicholls","Wendell Young","2",1899-12-31 01:40:00,"PP","Pittsburgh Civic Arena","W","A",0,0
1989-10-31,"LAK","PIT",28,"Bernie Nicholls",NA,"Wendell Young","1",1899-12-31 04:41:00,"SH","Pittsburgh Civic Arena","W","A",0,0
1989-10-21,"LAK","STL",28,"Larry Robinson","Bob Kudelski","Greg Millen","3",1899-12-31 16:47:00,"EV","St. Louis Arena","W","A",0,0
1989-10-15,"LAK","EDM",28,"Dave Taylor","Steve Duchesne","Bill Ranford","3",1899-12-31 19:07:00,"EV","Northlands Coliseum","OTW","A",0,0
1989-10-15,"LAK","EDM",28,"Bob Kudelski",NA,"Bill Ranford","OT",1899-12-31 03:24:00,"EV","Northlands Coliseum","OTW","A",0,0
1989-10-11,"LAK","NYI",28,"John Tonelli","Marty McSorley","Mark Fitzpatrick","3",1899-12-31 01:27:00,"PP","Great Western Forum","L","H",0,0
1989-10-07,"LAK","EDM",28,"Luc Robitaille","Larry Robinson","Bill Ranford","1",1899-12-31 10:53:00,"EV","Great Western Forum","L","H",0,0
1989-10-07,"LAK","EDM",28,"Bob Kudelski","John Tonelli","Bill Ranford","2",1899-12-31 01:07:00,"PP","Great Western Forum","L","H",0,0
1989-03-29,"LAK","WIN",28,"Kelly Hrudey",NA,"Pokey Reddick","1",1899-12-31 15:32:00,"EV","Great Western Forum","OTW","H",0,0
1989-03-28,"LAK","WIN",28,"Steve Duchesne","Mike Krushelnyski","Bob Essensa","3",1899-12-31 10:51:00,"PP","Great Western Forum","T","H",0,0
1989-03-12,"LAK","EDM",28,"Mike Allison",NA,"Grant Fuhr","3",1899-12-31 07:23:00,"EV","Northlands Coliseum","W","A",0,0
1989-03-10,"LAK","VAN",28,"Mike Allison","Mike Krushelnyski","Kirk McLean","2",1899-12-31 02:24:00,"PP","Pacific Coliseum","L","A",0,0
1989-03-04,"LAK","PHI",28,"Bernie Nicholls","John Tonelli","Ron Hextall","3",1899-12-31 16:07:00,"EV","Great Western Forum","W","H",0,0
1989-03-04,"LAK","PHI",28,"Mike Allison",NA,"Ron Hextall","1",1899-12-31 16:00:00,"EV","Great Western Forum","W","H",0,0
1989-03-02,"LAK","STL",28,NA,NA,"Greg Millen","1",1899-12-31 12:39:00,"EV","St. Louis Arena","L","A",0,0
1989-03-01,"LAK","BUF",28,"Jay Miller","Marty McSorley","Jacques Cloutier","2",1899-12-31 18:56:00,"EV","Buffalo Memorial Auditorium","W","A",0,0
1989-02-20,"LAK","TOR",28,"Mike Allison","Mike Krushelnyski","Allan Bester","2",1899-12-31 07:49:00,"EV","Great Western Forum","W","H",0,0
1989-02-20,"LAK","TOR",28,"Mike Allison","Mike Krushelnyski","Allan Bester","3",1899-12-31 09:17:00,"EV","Great Western Forum","W","H",0,0
1989-02-18,"LAK","QUE",28,"Bob Kudelski","John Tonelli","Ron Tugnutt","3",1899-12-31 13:01:00,"EV","Great Western Forum","W","H",0,0
1989-02-18,"LAK","QUE",28,"Steve Kasper",NA,"Ron Tugnutt","3",1899-12-31 10:48:00,"SH","Great Western Forum","W","H",0,0
1989-02-12,"LAK","CHI",28,"Tom Laidlaw",NA,"Alain Chevrier","3",1899-12-31 04:19:00,"SH","Chicago Stadium","W","A",0,0
1989-02-12,"LAK","CHI",28,"Mike Krushelnyski","Mike Allison","Alain Chevrier","2",1899-12-31 19:24:00,"EV","Chicago Stadium","W","A",0,0
1989-02-12,"LAK","CHI",28,"Mike Krushelnyski",NA,"Alain Chevrier","2",1899-12-31 10:21:00,"PP","Chicago Stadium","W","A",0,0
1989-02-10,"LAK","WSH",28,"Mike Allison","Dale DeGray","Clint Malarchuk","3",1899-12-31 08:34:00,"EV","Capital Center","OTW","A",0,0
1989-02-04,"LAK","BUF",28,"Bernie Nicholls","John Tonelli","Darcy Wakaluk","3",1899-12-31 10:34:00,"EV","Great Western Forum","W","H",0,0
1989-02-04,"LAK","BUF",28,NA,NA,"Darcy Wakaluk","3",1899-12-31 18:12:00,"EV","Great Western Forum","W","H",0,0
1989-02-04,"LAK","BUF",28,NA,NA,NA,"3",1899-12-31 19:59:00,"EV","Great Western Forum","W","H",1,0
1989-02-02,"LAK","NJD",28,"John Tonelli","Tom Laidlaw","Sean Burke","3",1899-12-31 07:43:00,"EV","Great Western Forum","T","H",0,0
1989-01-31,"LAK","CGY",28,"Luc Robitaille","Bernie Nicholls","Mike Vernon","3",1899-12-31 12:47:00,"PP","Great Western Forum","L","H",0,0
1989-01-21,"LAK","HAR",27,"Bernie Nicholls",NA,"Peter Sidorkiewicz","2",1899-12-31 14:01:00,"EV","Hartford Civic Center","L","A",0,0
1989-01-14,"LAK","HAR",27,"Marty McSorley",NA,"Mike Liut","2",1899-12-31 09:13:00,"EV","Great Western Forum","W","H",0,0
1989-01-14,"LAK","HAR",27,"Bernie Nicholls","Steve Duchesne","Mike Liut","1",1899-12-31 06:45:00,"PP","Great Western Forum","W","H",0,0
1989-01-08,"LAK","WIN",27,"Sylvain Couturier","Luc Robitaille","Pokey Reddick","3",1899-12-31 12:44:00,"EV","Winnipeg Arena","T","A",0,0
1988-12-29,"LAK","VAN",27,"Bernie Nicholls","Marty McSorley","Steve Weeks","2",1899-12-31 04:00:00,"EV","Great Western Forum","L","H",0,0
1988-12-23,"LAK","VAN",27,"Bernie Nicholls",NA,NA,"3",1899-12-31 19:54:00,"EV","Pacific Coliseum","W","A",1,0
1988-12-23,"LAK","VAN",27,NA,NA,NA,"3",1899-12-31 17:54:00,"SH","Pacific Coliseum","W","A",1,0
1988-12-21,"LAK","MNS",27,"Ron Duguay","Tom Laidlaw","Jon Casey","1",1899-12-31 03:08:00,"EV","Great Western Forum","W","H",0,0
1988-12-16,"LAK","DET",27,NA,NA,NA,"3",1899-12-31 19:59:00,"EV","Joe Louis Arena","W","A",1,0
1988-12-12,"LAK","NYR",27,"Bernie Nicholls","Bob Carpenter","John Vanbiesbrouck","2",1899-12-31 03:29:00,"EV","Madison Square Garden (IV)","W","A",0,0
1988-12-08,"LAK","WIN",27,"Mike Allison",NA,"Pokey Reddick","3",1899-12-31 00:39:00,"EV","Great Western Forum","T","H",0,0
1988-12-06,"LAK","WIN",27,"Luc Robitaille","Steve Duchesne","Pokey Reddick","3",1899-12-31 03:34:00,"EV","Great Western Forum","OTL","H",0,0
1988-12-03,"LAK","CHI",27,"Bernie Nicholls",NA,NA,"3",1899-12-31 19:59:00,"EV","Great Western Forum","W","H",1,0
1988-11-29,"LAK","NJD",27,"Gilles Hamel",NA,"Sean Burke","3",1899-12-31 19:41:00,"EV","Great Western Forum","W","H",0,0
1988-11-29,"LAK","NJD",27,"Luc Robitaille","Steve Duchesne","Sean Burke","3",1899-12-31 11:17:00,"PP","Great Western Forum","W","H",0,0
1988-11-26,"LAK","CGY",27,"Bob Carpenter",NA,"Mike Vernon","1",1899-12-31 12:54:00,"EV","Olympic Saddledome","L","A",0,0
1988-11-23,"LAK","DET",27,"Dave Taylor","Luc Robitaille","Greg Stefan","1",1899-12-31 08:23:00,"EV","Joe Louis Arena","W","A",0,0
1988-11-19,"LAK","BUF",27,"Bernie Nicholls",NA,"Jacques Cloutier","3",1899-12-31 15:57:00,"EV","Great Western Forum","W","H",0,0
1988-11-15,"LAK","VAN",27,"Doug Crossman","Bernie Nicholls","Kirk McLean","3",1899-12-31 00:28:00,"EV","Great Western Forum","W","H",0,0
1988-11-15,"LAK","VAN",27,"Bernie Nicholls","Luc Robitaille","Kirk McLean","3",1899-12-31 02:41:00,"PP","Great Western Forum","W","H",0,0
1988-11-06,"LAK","CHI",27,"Steve Duchesne","Ron Duguay","Darren Pang","2",1899-12-31 08:09:00,"EV","Chicago Stadium","W","A",0,0
1988-11-06,"LAK","CHI",27,NA,NA,NA,"3",1899-12-31 19:51:00,"PP","Chicago Stadium","W","A",1,0
1988-11-01,"LAK","QUE",27,"Wayne McBean","Bob Carpenter","Bob Mason","2",1899-12-31 15:58:00,"EV","Quebec Coliseum","W","A",0,0
1988-10-30,"LAK","WIN",27,NA,NA,"Pokey Reddick","1",1899-12-31 14:09:00,"EV","Winnipeg Arena","L","A",0,0
1988-10-22,"LAK","MNS",27,"Bob Carpenter","Marty McSorley","Kari Takko","3",1899-12-31 03:47:00,"EV","Great Western Forum","W","H",0,0
1988-10-22,"LAK","MNS",27,"Bob Carpenter",NA,"Jon Casey","1",1899-12-31 12:12:00,"PP","Great Western Forum","W","H",0,0
1988-10-17,"LAK","CGY",27,"Marty McSorley","Luc Robitaille","Mike Vernon","2",1899-12-31 03:05:00,"PP","Olympic Saddledome","L","A",0,0
1988-10-12,"LAK","BOS",27,"Dave Taylor",NA,"Andy Moog","3",1899-12-31 07:12:00,"EV","Great Western Forum","W","H",0,0
1988-10-12,"LAK","BOS",27,"Bernie Nicholls","Ken Baumgartner","Andy Moog","2",1899-12-31 14:30:00,"SH","Great Western Forum","W","H",0,0
1988-10-09,"LAK","NYI",27,"Steve Duchesne",NA,"Billy Smith","2",1899-12-31 19:46:00,"EV","Great Western Forum","OTW","H",0,0
1988-10-08,"LAK","CGY",27,"Luc Robitaille","Dave Taylor","Rick Wamsley","1",1899-12-31 12:29:00,"EV","Great Western Forum","OTW","H",0,0
1988-10-08,"LAK","CGY",27,"Larry Playfair","Bernie Nicholls","Rick Wamsley","3",1899-12-31 11:14:00,"SH","Great Western Forum","OTW","H",0,0
1988-10-06,"LAK","DET",27,"Dave Taylor","Bernie Nicholls","Greg Stefan","1",1899-12-31 12:54:00,"PP","Great Western Forum","W","H",0,0
1988-03-30,"EDM","MNS",27,"Jari Kurri","Steve Smith","Kari Takko","3",1899-12-31 14:33:00,"PP","Northlands Coliseum","W","H",0,0
1988-03-28,"EDM","TOR",27,"Glenn Anderson","Bill Ranford",NA,"3",1899-12-31 19:44:00,"EV","Maple Leaf Gardens","W","A",1,0
1988-03-26,"EDM","NYI",27,"Geoff Courtnall",NA,"Kelly Hrudey","3",1899-12-31 19:40:00,"EV","Nassau Veterans Memorial Coliseum","L","A",0,0
1988-03-20,"EDM","MNS",27,"Craig Muni","Geoff Courtnall","Jon Casey","1",1899-12-31 08:07:00,"EV","Metropolitan Sports Center","T","A",0,0
1988-03-01,"EDM","LAK",27,"Esa Tikkanen","Charlie Huddy","Roland Melanson","1",1899-12-31 12:26:00,"PP","Northlands Coliseum","W","H",0,0
1988-02-28,"EDM","CGY",27,"Esa Tikkanen","Mark Messier","Mike Vernon","2",1899-12-31 10:14:00,"PP","Northlands Coliseum","L","H",0,0
1988-02-11,"EDM","VAN",27,"Mark Messier",NA,"Frank Caprice","3",1899-12-31 17:52:00,"EV","Pacific Coliseum","W","A",0,0
1988-02-06,"EDM","LAK",27,"Esa Tikkanen",NA,"Roland Melanson","1",1899-12-31 11:42:00,"EV","Great Western Forum","L","A",0,0
1988-02-03,"EDM","NJD",27,"Craig Muni","Jari Kurri","Alain Chevrier","2",1899-12-31 08:19:00,"EV","Northlands Coliseum","W","H",0,0
1988-01-30,"EDM","HAR",27,"Charlie Huddy","Jari Kurri","Mike Liut","2",1899-12-31 02:24:00,"SH","Northlands Coliseum","W","H",0,0
1987-12-30,"EDM","PHI",26,"Esa Tikkanen","Grant Fuhr","Ron Hextall","3",1899-12-31 18:45:00,"EV","Northlands Coliseum","W","H",0,0
1987-12-26,"EDM","CGY",26,"Craig Muni","Esa Tikkanen","Mike Vernon","3",1899-12-31 07:32:00,"EV","Olympic Saddledome","W","A",0,0
1987-12-16,"EDM","LAK",26,"Jari Kurri","Steve Smith","Glenn Healy","3",1899-12-31 06:09:00,"EV","Great Western Forum","L","A",0,0
1987-12-12,"EDM","VAN",26,NA,NA,"Kirk McLean","2",1899-12-31 01:35:00,"SH","Pacific Coliseum","W","A",0,0
1987-12-12,"EDM","VAN",26,"Jari Kurri",NA,"Kirk McLean","3",1899-12-31 02:54:00,"SH","Pacific Coliseum","W","A",0,0
1987-12-06,"EDM","MNS",26,"Steve Smith",NA,"Don Beaupre","1",1899-12-31 05:38:00,"EV","Northlands Coliseum","W","H",0,0
1987-12-06,"EDM","MNS",26,"Jari Kurri","Esa Tikkanen","Don Beaupre","2",1899-12-31 15:13:00,"EV","Northlands Coliseum","W","H",0,0
1987-12-06,"EDM","MNS",26,"Steve Smith","Grant Fuhr","Don Beaupre","3",1899-12-31 14:15:00,"EV","Northlands Coliseum","W","H",0,0
1987-12-06,"EDM","MNS",26,"Craig Simpson","Esa Tikkanen","Don Beaupre","1",1899-12-31 14:34:00,"PP","Northlands Coliseum","W","H",0,0
1987-12-06,"EDM","MNS",26,"Mark Messier","Jari Kurri","Kari Takko","1",1899-12-31 16:11:00,"PP","Northlands Coliseum","W","H",0,0
1987-12-05,"EDM","TOR",26,"Esa Tikkanen","Jeff Beukeboom","Ken Wregget","3",1899-12-31 00:57:00,"EV","Northlands Coliseum","W","H",0,0
1987-12-05,"EDM","TOR",26,"Esa Tikkanen",NA,"Ken Wregget","3",1899-12-31 18:59:00,"EV","Northlands Coliseum","W","H",0,0
1987-11-27,"EDM","CHI",26,"Mark Messier",NA,"Darren Pang","2",1899-12-31 18:37:00,"SH","Northlands Coliseum","W","H",0,0
1987-11-25,"EDM","NJD",26,"Mark Messier","Craig Muni","Alain Chevrier","2",1899-12-31 18:47:00,"SH","Northlands Coliseum","OTL","H",0,0
1987-11-22,"EDM","WIN",26,"Glenn Anderson","Mark Messier","Pokey Reddick","1",1899-12-31 04:57:00,"EV","Winnipeg Arena","OTL","A",0,0
1987-11-22,"EDM","WIN",26,"Esa Tikkanen",NA,"Pokey Reddick","1",1899-12-31 09:27:00,"EV","Winnipeg Arena","OTL","A",0,0
1987-11-15,"EDM","CHI",26,"Mark Messier","Charlie Huddy","Darren Pang","2",1899-12-31 00:14:00,"PP","Chicago Stadium","L","A",0,0
1987-11-07,"EDM","BUF",26,"Charlie Huddy","Esa Tikkanen","Tom Barrasso","1",1899-12-31 17:14:00,"EV","Northlands Coliseum","W","H",0,0
1987-11-07,"EDM","BUF",26,"Jim Wiemer","Mark Messier","Tom Barrasso","2",1899-12-31 05:13:00,"PP","Northlands Coliseum","W","H",0,0
1987-11-05,"EDM","CGY",26,"Jari Kurri","Steve Smith","Mike Vernon","3",1899-12-31 09:31:00,"EV","Olympic Saddledome","T","A",0,0
1987-11-04,"EDM","NYR",26,"Esa Tikkanen",NA,"John Vanbiesbrouck","2",1899-12-31 01:31:00,"PP","Northlands Coliseum","W","H",0,0
1987-11-04,"EDM","NYR",26,"Jari Kurri","Esa Tikkanen","John Vanbiesbrouck","1",1899-12-31 15:20:00,"EV","Northlands Coliseum","W","H",0,0
1987-11-04,"EDM","NYR",26,"Esa Tikkanen","Charlie Huddy","John Vanbiesbrouck","1",1899-12-31 09:05:00,"PP","Northlands Coliseum","W","H",0,0
1987-10-24,"EDM","VAN",26,"Esa Tikkanen",NA,"Richard Brodeur","1",1899-12-31 07:24:00,"EV","Northlands Coliseum","W","H",0,0
1987-10-24,"EDM","VAN",26,"Steve Smith",NA,"Richard Brodeur","3",1899-12-31 15:05:00,"EV","Northlands Coliseum","W","H",0,0
1987-10-21,"EDM","LAK",26,"Kevin Lowe",NA,"Glenn Healy","1",1899-12-31 18:35:00,"EV","Northlands Coliseum","W","H",0,0
1987-10-21,"EDM","LAK",26,"Jeff Beukeboom","Mark Messier","Glenn Healy","3",1899-12-31 03:25:00,"EV","Northlands Coliseum","W","H",0,0
1987-10-17,"EDM","BOS",26,"Jari Kurri",NA,"Reggie Lemelin","2",1899-12-31 13:19:00,"EV","Northlands Coliseum","W","H",0,0
1987-10-14,"EDM","CGY",26,"Mike Krushelnyski","Steve Smith","Mike Vernon","2",1899-12-31 01:46:00,"EV","Northlands Coliseum","L","H",0,0
1987-10-11,"EDM","LAK",26,"Grant Fuhr",NA,"Roland Melanson","2",1899-12-31 08:03:00,"EV","Great Western Forum","W","A",0,0
1987-04-02,"EDM","CGY",26,"Mark Messier","Paul Coffey","Doug Dadswell","2",1899-12-31 12:51:00,"PP","Northlands Coliseum","T","H",0,0
1987-03-19,"EDM","CGY",26,"Dave Hunter","Moe Lemay","Mike Vernon","2",1899-12-31 10:50:00,"EV","Olympic Saddledome","L","A",0,0
